回答url,页码,评论作者,作者性别,评论内容,作者主页,作者头像,评论时间,评论级别,点赞数,IP属地,Topic
https://www.zhihu.com/answer/3424666972,2,柠檬精本柠檬,未知,['这个是异地作案，非本辖区内部作案，不会的'],https://www.zhihu.com/people/ning-meng-jing-ben-ning-meng-44,https://picx.zhimg.com/v2-67fdc9df50cf65fd376c46c851b12f5c.jpg?source=06d4cd63,2024-03-10 07:57:09,二级评论,4,安徽,"[(0, 0.79994047), (1, 0.05001501), (2, 0.050014693), (3, 0.050014295), (4, 0.050015528)]"
https://www.zhihu.com/answer/3424666972,2,刘维尔的手稿,未知,"['担责可以，机场分局划给我们管辖吧', '[', '惊喜', ']']",https://www.zhihu.com/people/bu-dong-ru-shan-xiao-bai-tu-87,https://picx.zhimg.com/v2-aebde4bb23eb30621799a0bfe913f288.jpg?source=06d4cd63,2024-03-10 08:18:49,二级评论,3,广东,"[(0, 0.05005066), (1, 0.050199118), (2, 0.050269343), (3, 0.7994485), (4, 0.050032422)]"
https://www.zhihu.com/answer/3424666972,2,affage,未知,['保险得了理赔积极分子，保险领域非典型性三八红旗手，闪电理赔工程示范标兵……'],https://www.zhihu.com/people/affage-96,https://picx.zhimg.com/v2-bad9b694c35ccf7aabe610cd196016bb.jpg?source=06d4cd63,2024-03-10 09:35:14,一级评论,1,福建,"[(0, 0.7999275), (1, 0.050018374), (2, 0.05001792), (3, 0.05001736), (4, 0.050018888)]"
https://www.zhihu.com/answer/3424666972,2,削肾客,未知,['没抢走，就不用赔付'],https://www.zhihu.com/people/lr7ljv,https://pic1.zhimg.com/v2-65006e9b4f63d3ebbff3711a9e0121ee.jpg?source=06d4cd63,2024-03-10 08:40:59,一级评论,1,广东,"[(0, 0.06668946), (1, 0.7332394), (2, 0.06669017), (3, 0.06668937), (4, 0.06669154)]"
https://www.zhihu.com/answer/3424666972,2,大路朝天,未知,['保险：花了点小钱，做了个广告宣传'],https://www.zhihu.com/people/zhang-qi-46-84-38,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 09:18:58,一级评论,1,江苏,"[(0, 0.050065763), (1, 0.050225757), (2, 0.050012976), (3, 0.79962134), (4, 0.050074216)]"
https://www.zhihu.com/answer/3424666972,2,Jacksonson,未知,['人抓了货没了？'],https://www.zhihu.com/people/jacksonson-27,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 04:04:31,一级评论,1,浙江,"[(0, 0.10004166), (1, 0.5998294), (2, 0.10004366), (3, 0.10004112), (4, 0.10004419)]"
https://www.zhihu.com/answer/3424666972,2,Jadedrip,男,['当然追回了，看警方通报。'],https://www.zhihu.com/people/jadedrip,https://pic1.zhimg.com/9964af631.jpg?source=06d4cd63,2024-03-10 05:08:53,二级评论,3,浙江,"[(0, 0.06668843), (1, 0.066689365), (2, 0.06668895), (3, 0.0666883), (4, 0.73324496)]"
https://www.zhihu.com/answer/3424666972,2,无上,男,['追回后不算损失（如果没损坏的话），保险公司不用赔'],https://www.zhihu.com/people/li-ji-gang-45,https://picx.zhimg.com/v2-0189ca7cacbebdecac66795ef7c0035d.jpg?source=06d4cd63,2024-03-10 07:15:20,二级评论,1,山东,"[(0, 0.050015457), (1, 0.05001611), (2, 0.05001574), (3, 0.050015356), (4, 0.7999373)]"
https://www.zhihu.com/answer/3424666972,2,陈某某,女,['如果这个思路，是不是可能雇凶骗保'],https://www.zhihu.com/people/chen-hai-kui-74,https://picx.zhimg.com/f11b6560e7d144c3ad49ea3845a9cc3a.jpg?source=06d4cd63,2024-03-10 13:55:16,一级评论,0,浙江,"[(0, 0.066688366), (1, 0.06668926), (2, 0.06668886), (3, 0.06668809), (4, 0.73324543)]"
https://www.zhihu.com/answer/3424666972,2,一锅青菜肉粥,男,['保险的成交量已经会有一定上升'],https://www.zhihu.com/people/yun-ji-44-17,https://pic1.zhimg.com/v2-1697fcd7061778c0ce086c897aba6f4d.jpg?source=06d4cd63,2024-03-10 13:12:06,一级评论,0,江苏,"[(0, 0.59982), (1, 0.100045316), (2, 0.10004384), (3, 0.10004313), (4, 0.100047685)]"
https://www.zhihu.com/answer/3424666972,2,super land,男,['保险公司涨了保费。'],https://www.zhihu.com/people/lu-chao-85-32,https://picx.zhimg.com/v2-5374651ba1ba69f988f9f2fa1cf40a73.jpg?source=06d4cd63,2024-03-10 14:03:06,一级评论,0,江苏,"[(0, 0.1000384), (1, 0.100040555), (2, 0.10003983), (3, 0.10003906), (4, 0.59984213)]"
https://www.zhihu.com/answer/3424666972,2,AntiGravity,男,['保险求仁得仁~'],https://www.zhihu.com/people/DSYQS,https://pica.zhimg.com/e6834fa6645c6ca096ad5b69bef144e2.jpg?source=06d4cd63,2024-03-10 12:11:14,一级评论,0,上海,"[(0, 0.100044176), (1, 0.10004692), (2, 0.100043885), (3, 0.5998163), (4, 0.10004869)]"
https://www.zhihu.com/answer/3424666972,2,俞瑜,男,['只有保险受伤的世界'],https://www.zhihu.com/people/yu-yu-4,https://pica.zhimg.com/7f5587900c26a6c157359c5ba07bb277.jpg?source=06d4cd63,2024-03-10 11:26:15,一级评论,0,浙江,"[(0, 0.59981626), (1, 0.10004646), (2, 0.1000458), (3, 0.10004312), (4, 0.10004833)]"
https://www.zhihu.com/answer/3424666972,2,老公,男,"['漏了一个：路人：骨折了', '[', '捂脸', ']']",https://www.zhihu.com/people/76-26-15-45,https://picx.zhimg.com/v2-67f1495ff77c3e68654aac2068546bf4.jpg?source=06d4cd63,2024-03-10 12:28:14,一级评论,0,江西,"[(0, 0.040590107), (1, 0.04108087), (2, 0.0400568), (3, 0.83824515), (4, 0.04002703)]"
https://www.zhihu.com/answer/3424666972,2,企业纪法小通事,男,"['保险公司', ':', '一波热点营销走起，热搜搞里头']",https://www.zhihu.com/people/a-lan-ruo-zhi-qiu,https://pic1.zhimg.com/v2-b0cd553db4a4f83c83008e4733e216b0.jpg?source=06d4cd63,2024-03-10 12:11:34,一级评论,0,陕西,"[(0, 0.050012603), (1, 0.050013237), (2, 0.050217867), (3, 0.7997427), (4, 0.050013587)]"
https://www.zhihu.com/answer/3424666972,2,yi yao,男,['保险爽快赔了，以后能有更多店铺买保险啊'],https://www.zhihu.com/people/yi-yao-72,https://pic1.zhimg.com/c7c435b20.jpg?source=06d4cd63,2024-03-10 11:49:13,一级评论,0,上海,"[(0, 0.06668933), (1, 0.7332404), (2, 0.06668997), (3, 0.06668896), (4, 0.06669132)]"
https://www.zhihu.com/answer/3424666972,2,Zedd,男,['六福珠宝：赢麻了'],https://www.zhihu.com/people/ren-zhen-dong-71,https://picx.zhimg.com/76d98a1d82d6f27191cf83045765217f.jpg?source=06d4cd63,2024-03-10 10:25:36,一级评论,0,浙江,"[(0, 0.06771762), (1, 0.06669204), (2, 0.7322069), (3, 0.066690646), (4, 0.066692784)]"
https://www.zhihu.com/answer/3424666972,3,王阁主,未知,['保险公司赔什么，当场抓住了，金子最后也会还给金店，赔那些玻璃吗'],https://www.zhihu.com/people/wang-ge-zhu-88,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 12:34:09,一级评论,0,浙江,"[(0, 0.040013235), (1, 0.04001382), (2, 0.8399457), (3, 0.04001313), (4, 0.04001419)]"
https://www.zhihu.com/answer/3424666972,3,王罗山,未知,['保险公司得了口碑啊'],https://www.zhihu.com/people/wang-luo-shan-64,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 10:51:30,一级评论,0,浙江,"[(0, 0.100038536), (1, 0.100040875), (2, 0.100039445), (3, 0.10003904), (4, 0.5998421)]"
https://www.zhihu.com/answer/3424666972,3,托宾大写的的Q,未知,['保险公司可以做广告啊，（咬着牙说）真赔'],https://www.zhihu.com/people/tu-dou-da-mo-wang-69,https://picx.zhimg.com/v2-668755427275e1d00026f60f4e1d7800.jpg?source=06d4cd63,2024-03-10 09:59:02,一级评论,0,北京,"[(0, 0.050015546), (1, 0.050016206), (2, 0.050015837), (3, 0.050015386), (4, 0.79993707)]"
https://www.zhihu.com/answer/3424666972,3,aaron,未知,"['保险公司~免费营销推广', '+', '扩大利基市场']",https://www.zhihu.com/people/aaron-89-48-86,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 14:28:51,一级评论,0,江苏,"[(0, 0.050012607), (1, 0.05001321), (2, 0.050218333), (3, 0.7997423), (4, 0.050013576)]"
https://www.zhihu.com/answer/3424666972,3,不要瞎哔哔,男,['保险开心还来不及，这下看看哪家金店不买保险'],https://www.zhihu.com/people/jian-wang-de-ying-mi,https://picx.zhimg.com/43032099e988186ae82c74ac57b1ab1c.jpg?source=06d4cd63,2024-03-10 12:45:12,一级评论,0,浙江,"[(0, 0.06668913), (1, 0.73324066), (2, 0.06668997), (3, 0.06668928), (4, 0.06669096)]"
https://www.zhihu.com/answer/3424666972,3,许明杰,未知,"['人赃并获保险赔个鸡儿', '[', 'doge', ']']",https://www.zhihu.com/people/xu-ming-jie-66-78,https://pic1.zhimg.com/v2-ab4fe99eeba65cd8885df3520ad75ca6.jpg?source=06d4cd63,2024-03-10 11:48:19,一级评论,0,浙江,"[(0, 0.067757554), (1, 0.06683306), (2, 0.06699697), (3, 0.06698322), (4, 0.7314292)]"
https://www.zhihu.com/answer/3424666972,3,eei Wee,男,['这种个例保险公司无所谓的。没什么太大的影响。'],https://www.zhihu.com/people/Weeeeeei,https://picx.zhimg.com/v2-1c394caeab54298a8cd3fdc4ad7b8b77.jpg?source=06d4cd63,2024-03-10 10:35:51,一级评论,0,福建,"[(0, 0.7332313), (1, 0.066692516), (2, 0.066691995), (3, 0.06669118), (4, 0.06669297)]"
https://www.zhihu.com/answer/3424666972,3,tg0727001684,未知,"['多赢', '[', '惊喜', ']']",https://www.zhihu.com/people/su-yu-lin-94-49,https://pica.zhimg.com/v2-182cebc2a77364277c0db3913fdaf664.jpg?source=06d4cd63,2024-03-10 13:49:55,一级评论,0,辽宁,"[(0, 0.066888325), (1, 0.72829664), (2, 0.06812467), (3, 0.06990521), (4, 0.06678518)]"
https://www.zhihu.com/answer/3424666972,3,一只爱睡觉的猫,未知,['保险：其他没买的商铺就要考虑要不要买一份保险了'],https://www.zhihu.com/people/yi-zhi-ai-shui-jue-de-mao-99,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 13:28:58,一级评论,0,浙江,"[(0, 0.06693675), (1, 0.72993773), (2, 0.06668234), (3, 0.069469035), (4, 0.06697417)]"
https://www.zhihu.com/answer/3424666972,3,langqin,男,['反正就是赢'],https://www.zhihu.com/people/lang-qin-83,https://pica.zhimg.com/3b403530bfc2fbabc4c6a5bfda50ff90.jpg?source=06d4cd63,2024-03-10 12:41:51,一级评论,0,山东,"[(0, 0.10004326), (1, 0.10004661), (2, 0.5998211), (3, 0.10004306), (4, 0.100046)]"
https://www.zhihu.com/answer/3424666972,3,福特曼,未知,"['为啥我想到了越狱啊，监狱看守要加强啊', '[', '惊喜', ']']",https://www.zhihu.com/people/fu-te-man-43,https://pic1.zhimg.com/v2-e9222d1576dbe28a78d16718a62d2b36.jpg?source=06d4cd63,2024-03-10 12:30:33,一级评论,0,广东,"[(0, 0.05011044), (1, 0.79776466), (2, 0.05067103), (3, 0.051391862), (4, 0.05006203)]"
https://www.zhihu.com/answer/3424666972,3,沐晴,女,"['保险：原来小丑只有我自己', '[', '捂脸', ']']",https://www.zhihu.com/people/super-jing-28,https://pica.zhimg.com/v2-1b9af314a99d4b11078a74033d4759cb.jpg?source=06d4cd63,2024-03-10 11:04:54,一级评论,0,浙江,"[(0, 0.05109168), (1, 0.051488783), (2, 0.050085653), (3, 0.79723865), (4, 0.0500952)]"
https://www.zhihu.com/answer/3424666972,3,Balabala,未知,['赃物应该全都追回了，所以其实保险公司也就是赔个砸玻璃的钱。反正众网民和围观群众真的是得了乐子。'],https://www.zhihu.com/people/balabala-83-56,https://pic1.zhimg.com/v2-986cb8352cd9cb57080081299bc1815f.jpg?source=06d4cd63,2024-03-10 14:11:30,一级评论,0,广西,"[(0, 0.050016925), (1, 0.05001761), (2, 0.7999306), (3, 0.050016746), (4, 0.05001818)]"
https://www.zhihu.com/answer/3424666972,3,骑着皮皮虾去土耳其,未知,['有了这件事以后保险公司也不缺单了呀'],https://www.zhihu.com/people/qi-zhao-pi-pi-xia-qu-tu-er-qi,https://pic1.zhimg.com/v2-2f5ab0b7ae616adbd40220ec2d5ce058.jpg?source=06d4cd63,2024-03-10 10:36:51,一级评论,0,北京,"[(0, 0.10004094), (1, 0.59983337), (2, 0.10004114), (3, 0.100041345), (4, 0.100043185)]"
https://www.zhihu.com/answer/3424666972,3,随便,未知,['保险正好可以宣传一波啊。你看保险多重要啊。被抢了还可以赔。以后保险业务不是蒸蒸日上。毕竟，这样奇葩的赔钱案例是极少的'],https://www.zhihu.com/people/kan-kan-16-46,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 12:55:27,一级评论,0,浙江,"[(0, 0.028580312), (1, 0.885678), (2, 0.028580476), (3, 0.028580258), (4, 0.028580965)]"
https://www.zhihu.com/answer/3424666972,3,星海,未知,"['抓这种弱智还能得二等功？', '[', '好奇', ']']",https://www.zhihu.com/people/xing-hai-2-94,https://pica.zhimg.com/v2-a08508630328032a212de75e640f5520.jpg?source=06d4cd63,2024-03-10 12:04:32,一级评论,0,湖北,"[(0, 0.7332775), (1, 0.0666808), (2, 0.066680335), (3, 0.06667997), (4, 0.066681355)]"
https://www.zhihu.com/answer/3424666972,3,标普,女,"['保险公司赢得宣传。黄金都没丢，最多就是赔偿点磨损以及被打砸的玻璃，不超过五万块，但可以做广告', '[', '飙泪笑', ']']",https://www.zhihu.com/people/65-51-26-88,https://pic1.zhimg.com/v2-22eb8b9ddd0d6bcd4fe420e9881afc56.jpg?source=06d4cd63,2024-03-10 11:31:48,一级评论,0,广东,"[(0, 0.028617892), (1, 0.028615275), (2, 0.028920533), (3, 0.88524175), (4, 0.028604528)]"
https://www.zhihu.com/answer/3424666972,3,卡秃噜皮君,未知,['18:34分接到报警，18:43分抓获。这小子只逍遥了9分钟。'],https://www.zhihu.com/people/76-94-43-96-1,https://pica.zhimg.com/v2-44f34908547b06e1bc7085a1c078f1d9.jpg?source=06d4cd63,2024-03-10 11:09:32,一级评论,0,山西,"[(0, 0.034346152), (1, 0.03334234), (2, 0.8646161), (3, 0.03435287), (4, 0.033342592)]"
https://www.zhihu.com/answer/3424666972,3,梅斯特拉,未知,['装修公司又来活儿了'],https://www.zhihu.com/people/wang-jing-41-6-14,https://pica.zhimg.com/v2-695e5cadd3afe18dd056de2bf082f694.jpg?source=06d4cd63,2024-03-10 10:47:41,一级评论,0,山东,"[(0, 0.100040816), (1, 0.5998346), (2, 0.100042045), (3, 0.10003931), (4, 0.100043155)]"
https://www.zhihu.com/answer/3424666972,3,温柔如水孙尚香,未知,"['保费上涨了', '[', '飙泪笑', ']']",https://www.zhihu.com/people/kokoson,https://pic1.zhimg.com/v2-8410ca0bbf71561004756005cf62e89d.jpg?source=06d4cd63,2024-03-10 10:30:03,一级评论,0,上海,"[(0, 0.449813), (1, 0.06696745), (2, 0.34859458), (3, 0.06774335), (4, 0.066881634)]"
https://www.zhihu.com/answer/3424666972,4,FEer,男,['保险公司获得了一个经典案例'],https://www.zhihu.com/people/peade,https://picx.zhimg.com/04bdbd02627d8733409712d4ed716f52.jpg?source=06d4cd63,2024-03-10 10:27:47,一级评论,0,北京,"[(0, 0.59982246), (1, 0.10004507), (2, 0.100043625), (3, 0.10004227), (4, 0.100046605)]"
https://www.zhihu.com/answer/3424666972,4,峨眉金沙,未知,"['嫌疑人不光得了长期饭票，今后移民美国的时候还有加分呢，坐过牢受过迫害，可以申请避难的。', '[', '飙泪笑', ']', '[', '飙泪笑', ']', '[', '飙泪笑', ']']",https://www.zhihu.com/people/e-mei-jin-sha,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 14:04:42,一级评论,0,广东,"[(0, 0.025040021), (1, 0.02503747), (2, 0.89977044), (3, 0.025124583), (4, 0.025027486)]"
https://www.zhihu.com/answer/3424666972,4,子规光年,未知,"['说不定吃花生呢。', '[', '捂脸', ']']",https://www.zhihu.com/people/zi-gui-guang-nian,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 14:08:03,二级评论,0,江西,"[(0, 0.7314284), (1, 0.06790884), (2, 0.06676282), (3, 0.067191616), (4, 0.06670837)]"
https://www.zhihu.com/answer/3424666972,4,琥珀川,未知,['二等功哪里这么容易啊'],https://www.zhihu.com/people/zhou-zhi-yuan-33-83,https://picx.zhimg.com/v2-059805ac9a7c4cde1b6b2a5d09f17b5b.jpg?source=06d4cd63,2024-03-10 13:47:32,一级评论,0,湖北,"[(0, 0.100043565), (1, 0.10004701), (2, 0.1000444), (3, 0.59981704), (4, 0.10004794)]"
https://www.zhihu.com/answer/3424666972,4,天涯海角的喵,未知,['你漏了一个，有一个围观群众从楼梯上摔下来，把腿摔骨折了'],https://www.zhihu.com/people/tian-ya-hai-jiao-de-miao,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 13:42:19,一级评论,0,上海,"[(0, 0.050016202), (1, 0.79993373), (2, 0.050016522), (3, 0.050016128), (4, 0.05001741)]"
https://www.zhihu.com/answer/3424666972,4,大脸猫,未知,"['有没有越狱那味道了', '[', '惊喜', ']']",https://www.zhihu.com/people/da-lian-mao-38-6-72,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 13:18:43,一级评论,0,云南,"[(0, 0.066760905), (1, 0.06707263), (2, 0.067209), (3, 0.7322356), (4, 0.066721834)]"
https://www.zhihu.com/answer/3424666972,4,远川行,男,['纳税人：啊？'],https://www.zhihu.com/people/yuan-chuan-xing-ren,https://picx.zhimg.com/v2-ca8d757822fbb6f7ed8b19429cc9a504.jpg?source=06d4cd63,2024-03-10 12:13:35,一级评论,0,上海,"[(0, 0.10004116), (1, 0.59983426), (2, 0.100040935), (3, 0.100040905), (4, 0.10004275)]"
https://www.zhihu.com/answer/3424666972,4,Erwin,未知,"['保险公司花这么点钱做了广告，最大赢家', '[', '害羞', ']']",https://www.zhihu.com/people/erwin-99,https://pica.zhimg.com/fdde95553ffb73108cd9778e066cdfd7.jpg?source=06d4cd63,2024-03-10 11:18:36,一级评论,0,上海,"[(0, 0.050017264), (1, 0.05001787), (2, 0.7994664), (3, 0.05048), (4, 0.050018486)]"
https://www.zhihu.com/answer/3424666972,4,轻描一个世界,男,"['保险公司', ':', '你看这个社会不安全，需要保险。', '[', '吃瓜', ']', '没有我，你们怎么办，我是真的赔钱啊。']",https://www.zhihu.com/people/yuan-hang-fei-73,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 14:01:39,一级评论,0,浙江,"[(0, 0.025532948), (1, 0.025007796), (2, 0.025047973), (3, 0.8994033), (4, 0.025008013)]"
https://www.zhihu.com/answer/3424666972,4,子规光年,未知,['现在公共场所犯罪，几乎逃不掉。到处是监控啊！'],https://www.zhihu.com/people/zi-gui-guang-nian,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 14:09:25,二级评论,0,江西,"[(0, 0.05001538), (1, 0.05001613), (2, 0.050015695), (3, 0.050015207), (4, 0.7999376)]"
https://www.zhihu.com/answer/3424666972,4,LouisLou,男,['保险公司早就得了保费，他们还能亏了不成'],https://www.zhihu.com/people/louislou,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 10:48:38,一级评论,0,山西,"[(0, 0.06668822), (1, 0.06668932), (2, 0.06668878), (3, 0.06668827), (4, 0.7332454)]"
https://www.zhihu.com/answer/3424666972,4,等待纳兰重生,女,"['在金融领域，竟然是唯一能为黄金托底的工具，你就说保险牛不牛吧', '[', '捂嘴', ']']",https://www.zhihu.com/people/deng-dai-na-lan-zhong-sheng-48,https://pic1.zhimg.com/d46a97eadb1b5256e3e03a61e4c7c68d.jpg?source=06d4cd63,2024-03-10 14:27:33,一级评论,0,福建,"[(0, 0.04001092), (1, 0.04001142), (2, 0.04001114), (3, 0.83991337), (4, 0.040053155)]"
https://www.zhihu.com/answer/3424666972,4,爱谁谁,男,"['省厅：云南你啥意思，叫人过来砸我场子？！', '[', '飙泪笑', ']', '[', '飙泪笑', ']', '[', '飙泪笑', ']']",https://www.zhihu.com/people/ai-shui-shui-65-38,https://pica.zhimg.com/v2-5ffafbdeb9f066aef31a76faac4a1b6b.jpg?source=06d4cd63,2024-03-10 13:10:19,一级评论,0,四川,"[(0, 0.028623667), (1, 0.028620167), (2, 0.8854105), (3, 0.02873896), (4, 0.02860668)]"
https://www.zhihu.com/answer/3424666972,4,吃枣药丸,男,['不就几块玻璃，保险有啥赔不起的。。。'],https://www.zhihu.com/people/liu-wei-26-49-10,https://picx.zhimg.com/v2-f6c4e1bc11e7056e964ebb12c8ac8527.jpg?source=06d4cd63,2024-03-10 12:13:32,一级评论,0,上海,"[(0, 0.7332326), (1, 0.066692084), (2, 0.066691756), (3, 0.06669074), (4, 0.0666928)]"
https://www.zhihu.com/answer/3424666972,4,哥特浮士德,女,['保险公司真赔付的话也能算打了一波广告，一诺千金，这下真的就全员赢麻了'],https://www.zhihu.com/people/xia-lu-di-6,https://picx.zhimg.com/v2-d24baa04e47b9d5e6c73ee34b08fa8a9.jpg?source=06d4cd63,2024-03-10 08:39:31,一级评论,0,福建,"[(0, 0.05001762), (1, 0.050018456), (2, 0.050018024), (3, 0.79992694), (4, 0.050018948)]"
https://www.zhihu.com/answer/3424666972,4,速度,女,['这种个例，对保险公司有利无害'],https://www.zhihu.com/people/56-26-49-94,https://pic1.zhimg.com/v2-bbab8b3e487458bbf3aa5dac74095752.jpg?source=06d4cd63,2024-03-10 13:29:26,一级评论,0,浙江,"[(0, 0.06669175), (1, 0.066693075), (2, 0.06669252), (3, 0.733229), (4, 0.06669367)]"
https://www.zhihu.com/answer/3424666972,4,扬者达也,未知,['保险公司得到了更多潜在客户买保险。'],https://www.zhihu.com/people/yang-zhe-da-ye,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 12:31:42,一级评论,0,浙江,"[(0, 0.100038506), (1, 0.10004134), (2, 0.10003991), (3, 0.100038454), (4, 0.5998418)]"
https://www.zhihu.com/answer/3424666972,4,良辰美景奈何天,未知,"['那个看热闹受伤的网友大家都忘了吗', '[', '惊喜', ']']",https://www.zhihu.com/people/liang-chen-mei-jing-nai-he-tian-36-23,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 13:53:42,一级评论,0,广东,"[(0, 0.06676095), (1, 0.06707281), (2, 0.067209706), (3, 0.7322349), (4, 0.066721596)]"
https://www.zhihu.com/answer/3424666972,4,sunchoose,未知,['保险公司：买保险吧，不定哪天你就遇到个精神病。'],https://www.zhihu.com/people/sunchoose,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 11:46:41,一级评论,0,浙江,"[(0, 0.05001265), (1, 0.050013278), (2, 0.050217077), (3, 0.79974335), (4, 0.050013635)]"
https://www.zhihu.com/answer/3424666972,4,逆旅独行,男,['只有那个看热闹摔断腿的妹子嘎嘎疼。'],https://www.zhihu.com/people/liu-xu-chen-25,https://pic1.zhimg.com/b717d341c.jpg?source=06d4cd63,2024-03-10 12:03:45,一级评论,0,新疆,"[(0, 0.10004323), (1, 0.10004557), (2, 0.59982234), (3, 0.100041956), (4, 0.100046895)]"
https://www.zhihu.com/answer/3424666972,4,wendao chao,女,['笑容并没有消失，而是转移到了'],https://www.zhihu.com/people/wendao-chao,https://picx.zhimg.com/a4789d3394a3236676e4552ad7eeac71.jpg?source=06d4cd63,2024-03-10 07:30:44,一级评论,0,广东,"[(0, 0.066688366), (1, 0.0666892), (2, 0.06668876), (3, 0.06668831), (4, 0.7332454)]"
https://www.zhihu.com/answer/3424666972,4,神经蛙,女,"['你得了广告啊！', '[', '大笑', ']']",https://www.zhihu.com/people/5-31-8-94-52,https://picx.zhimg.com/v2-1cb87014f9667cebb50fd70bd1ee1922.jpg?source=06d4cd63,2024-03-10 13:14:30,一级评论,0,湖南,"[(0, 0.73181635), (1, 0.06746234), (2, 0.06676143), (3, 0.067278385), (4, 0.066681445)]"
https://www.zhihu.com/answer/3424666972,5,老冯,男,"['嘻嘻。保险：你们猜猜我的钱哪来的？', '[', '爱', ']']",https://www.zhihu.com/people/lao-mo-27-79,https://picx.zhimg.com/v2-ab953fff62bc76e71a6bd5a6ec14a0aa.jpg?source=06d4cd63,2024-03-10 14:10:44,一级评论,0,四川,"[(0, 0.05006576), (1, 0.050228857), (2, 0.050012838), (3, 0.7996185), (4, 0.050074086)]"
https://www.zhihu.com/answer/3424666972,5,freeshark,男,"['美国GDP还有翻倍空间', '保留实力了', '[', '大哭', ']', '我哭死']",https://www.zhihu.com/people/freeshark,https://pic1.zhimg.com/v2-756b71618a44a547b72e3d71a8119f0e.jpg?source=06d4cd63,2024-03-10 12:47:19,一级评论,0,上海,"[(0, 0.04001286), (1, 0.8381142), (2, 0.040013153), (3, 0.041552816), (4, 0.040306985)]"
https://www.zhihu.com/answer/3424666972,5,零件山首席,未知,['查看图片'],https://www.zhihu.com/people/ling-jian-shan-shou-xi-37,https://pic1.zhimg.com/v2-2dfecca6310d403b109d6be06525b296.jpg?source=06d4cd63,2024-03-10 10:27:25,一级评论,0,天津,"[(0, 0.10053741), (1, 0.5989129), (2, 0.100008495), (3, 0.10053218), (4, 0.10000899)]"
https://www.zhihu.com/answer/3424666972,5,愚鱼,未知,['记得美剧越狱的第一集吗？我觉得这家伙不简单'],https://www.zhihu.com/people/yu-yu-73-22-75,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 13:30:44,一级评论,0,重庆,"[(0, 0.06669133), (1, 0.066692784), (2, 0.066691786), (3, 0.73323095), (4, 0.0666932)]"
https://www.zhihu.com/answer/3424666972,5,szcuipeng,未知,['债主？'],https://www.zhihu.com/people/szcuipeng,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 12:21:40,一级评论,0,广东,"[(0, 0.10004231), (1, 0.10004357), (2, 0.5998269), (3, 0.100042745), (4, 0.100044504)]"
https://www.zhihu.com/answer/3424666972,5,嘉文看球竞彩,未知,['盗抢险赔付，是赔付损失吧，这种应该没啥损失吧，毕竟当场抓住，金子也没弄走。'],https://www.zhihu.com/people/ezr-16,https://pica.zhimg.com/v2-63413a280e52f2f05c613f9f3279de3f.jpg?source=06d4cd63,2024-03-10 12:25:16,一级评论,0,湖南,"[(0, 0.8666201), (1, 0.033345092), (2, 0.033344828), (3, 0.0333445), (4, 0.033345424)]"
https://www.zhihu.com/answer/3424666972,5,数学,男,['保险公司赔不了多少，因为首饰追回来了'],https://www.zhihu.com/people/latadaoren,https://picx.zhimg.com/v2-7adb30547fc8650e06f2e8b5792a3a35.jpg?source=06d4cd63,2024-03-10 11:47:34,一级评论,0,浙江,"[(0, 0.06668832), (1, 0.06668951), (2, 0.06668887), (3, 0.06668831), (4, 0.73324496)]"
